task_id,image_id,phrase
2365735__1862970,2365735,sliced carrots
2365735__2367385,2365735,sauce
2365748__632245,2365748,building
2365748__632232,2365748,open door
2365748__632240,2365748,loaded bicycle
2365748__632234,2365748,motorcycle parked next to door
2365748__632231,2365748,here sign
2365772__755973,2365772,square sink
2365772__755993,2365772,ceramic floor
2365772__755974,2365772,sink in bathroom
2365772__755991,2365772,big window
2365772__755995,2365772,wall in bathroom
2365782__2378297,2365782,ocean
2365782__2587504,2365782,water coming off wave
2365782__1689144,2365782,board
2365782__2587505,2365782,wave
2365793__631877,2365793,tan jacket
2365793__631902,2365793,person with shirt
2365793__631884,2365793,women group
2365793__631892,2365793,background
2365793__631906,2365793,vehicle
2365793__631921,2365793,lady
2365798__631861_631861,2365798,wall
2365798__631860_631860,2365798,painting on wall
2365798__631866,2365798,lampshade on table
2365798__631865,2365798,drawn curtain
2365816__2175913,2365816,plate
2365816__1900724,2365816,brown bottle
2365816__2631634,2365816,brown table
2365816__2055461,2365816,whole pizza
2365816__1885605,2365816,arm
2365816__2310904,2365816,ground
2365835__2330958,2365835,cupboard
2365835__1952938,2365835,black door
2365835__2128803,2365835,oven
2365835__1981348_1877303,2365835,floor
2365841__2013650,2365841,blue tower
2365841__1943738,2365841,ground next to building
2365841__2251290,2365841,clock
2365847__755733,2365847,american flag
2365847__755729,2365847,man in background
2365847__755735,2365847,white banner
2365847__755740,2365847,dog on sign
2365854__631607,2365854,unforgiving sea
2365854__631593,2365854,background
2365854__631615,2365854,here harbor
2365854__631595,2365854,painted boat
2365854__631602,2365854,rock wall
2365854__631611,2365854,here trees
2365876__755601,2365876,skyscraper building
2365876__755624,2365876,stormy sky
2365876__755616,2365876,fence
2365876__755603,2365876,grey clouds
2365876__755606,2365876,white tent on sidewalk
2365876__755618,2365876,pole
2365901__2673384,2365901,green leaves
2365901__1910928,2365901,walking man
2365901__1748190,2365901,yellow bag
2365901__2323145,2365901,dark skinned man
2365901__2337146,2365901,fruits
2365901__3881937,2365901,sidewalk
2365914__631413,2365914,overcast sky
2365914__631414,2365914,gray clouds
2365914__631408,2365914,formation airplanes
2365916__2536456,2365916,open door
2365916__1992800,2365916,white stripe
2365916__1986277,2365916,ceiling
2365916__2608925,2365916,train
2365917__3360302,2365917,people
2365917__2782689,2365917,edge of a hill
2365917__2251496,2365917,wetsuit
2365917__2782688,2365917,hill
2365917__2022158,2365917,gian mountain
2365917__3881823,2365917,ground
2365918__755464,2365918,dark bushes
2365918__755461,2365918,short sleeve shirt
2365918__3881819,2365918,catching man
2365918__755450,2365918,man's shadow
2365918__755447,2365918,dark sneakers
2365918__3881818,2365918,head of man
2365936__755359,2365936,glass pan
2365936__755373,2365936,broccoli in food
2365936__755374,2365936,white letters
2365936__755364,2365936,white bowl
2365936__755358,2365936,tan pasta
2365936__755361,2365936,red tomatoes
2365941__755335,2365941,grilled shrimp
2365941__755350,2365941,shrimp in a bowl
2365941__755351,2365941,napkin under bowl
2365941__755344,2365941,crust on bread
2365941__755338,2365941,red peppers
2365941__755340,2365941,green olive
2365972__755208,2365972,part of light
2365972__755212,2365972,wall in building
2365972__755204,2365972,lights signal
2365972__755207,2365972,brown building
2365972__755201,2365972,orange light
2365972__755203,2365972,white building
2365980__2317123,2365980,brown post
2365980__2053761,2365980,horse
2365980__2675318,2365980,very cloudy sky
2365980__2284362,2365980,sign
2365980__1685675,2365980,ears
2365987__1989766,2365987,windows
2365987__2223896,2365987,tan building
2365987__3881462,2365987,light pole
2365987__1879044,2365987,black outfit
2365990__3881454,2365990,water
2365990__1768744,2365990,trees
2365990__2602049_1950531,2365990,pool
2365990__1682308,2365990,clear sky
2365996__3506901,2365996,pebbles
2365996__1816996,2365996,wooden pole
2365996__2285298,2365996,shadow on fence
2366003__1819383,2366003,horses in pasture
2366003__1767397,2366003,trees
2366003__2578971,2366003,field
2366003__1661994,2366003,white cloud
2366003__1819384,2366003,open pasture
2366003__2518138,2366003,grass
2366017__2012848,2366017,white sky
2366017__1788197,2366017,nose
2366017__1788196,2366017,dog bumping nose
2366017__1856484,2366017,white rope
2366034__2372577,2366034,head on woman
2366034__2493577,2366034,floor
2366034__2176574,2366034,bed
2366034__1774575,2366034,end table
2366034__2547777,2366034,wooden headboard
2366035__630853,2366035,white tennis racket
2366035__630859,2366035,navy blue car
2366035__630850,2366035,grey t-shirt
2366035__630845,2366035,white shoes
2366035__630863,2366035,ground
2366037__3212460,2366037,brown hair
2366037__3175707,2366037,bench
2366037__2490932,2366037,window
2366037__3164877,2366037,glass pane
2366037__3881250,2366037,front leg
2366037__3289327,2366037,sunny outside
2366053__2054483,2366053,glassy door
2366053__2496205,2366053,picture on wall
2366053__2363598,2366053,white sink
2366053__3881195,2366053,metal rack
2366053__2568232,2366053,tile
2366067__2575805,2366067,building
2366067__2519752,2366067,tower
2366067__2095992_2095991_3881129,2366067,grass
2366067__2238933,2366067,dark clouds
2366070__754903,2366070,green wall
2366070__754888,2366070,boy has a hand
2366070__754886,2366070,blue shirt
2366070__754887,2366070,black shorts
2366075__2386357,2366075,hillside
2366075__3881089,2366075,horse
2366075__1837081,2366075,sun through tree
2366075__1846359,2366075,big clouds
2366075__2624134_3881092,2366075,ground
2366140__2414537,2366140,horse
2366140__1990083,2366140,woman
2366140__3880726,2366140,floor
2366140__1846093,2366140,child
2366140__2196383,2366140,dresser next to wall
2366140__2675154,2366140,ear
2366144__3880693,2366144,shirt
2366144__2163283,2366144,clear glass
2366144__1890964,2366144,blue sleeve
2366144__2100078,2366144,shadow
2366144__1821214,2366144,glasses
2366144__2003256,2366144,wine
2366158__3880675,2366158,court
2366158__3456700,2366158,white shirt
2366158__3316402,2366158,white cap
2366158__2785792,2366158,chain fence
2366158__3374763,2366158,man
2366193__2306567,2366193,woman
2366193__1711720,2366193,street
2366193__1721764,2366193,driver
2366193__3880487,2366193,bike
2366193__1797071,2366193,road
2366203__2302919,2366203,red clothing
2366203__3679523,2366203,far right
2366203__2483147,2366203,snow
2366203__3311709,2366203,person
2366203__2546606,2366203,skiier
2366207__1738675,2366207,trash can on the table
2366207__2415613,2366207,gate on table
2366207__2699229,2366207,door
2366207__1894146,2366207,basket on table
2366207__2160623,2366207,train on table
2366207__2276089,2366207,signs
2366208__3686492,2366208,land
2366208__2799913,2366208,clouds
2366208__1890674_1754707,2366208,ground
2366210__629816,2366210,silver scooter
2366210__629820_629818,2366210,wheel
2366210__629847,2366210,nose
2366210__629823,2366210,black seat
2366210__629825,2366210,motorized bike
2366218__2384540,2366218,white racket
2366218__2022603,2366218,car
2366218__2381148,2366218,gray court
2366218__2163478,2366218,face
2366218__2103366,2366218,blue shirt
2366218__2101918,2366218,green fence
2366244__629581,2366244,rd bus
2366244__629583,2366244,green leaves
2366244__629582,2366244,white car
2366247__629560,2366247,wedding cake
2366247__629569,2366247,man
2366248__629557,2366248,whtie board
2366248__629555,2366248,man holding paddle
2366248__629559,2366248,paddle
2366248__629556,2366248,wet suit
2366254__3025244,2366254,red cup
2366254__3880151,2366254,coffee
2366254__3149769,2366254,computer has key
2366254__2081131,2366254,keyboard
2366254__2497497,2366254,black keys
2366254__3025245,2366254,table
2366271__3215159,2366271,blonde hair
2366271__3880024,2366271,little boy
2366271__3217539,2366271,multicolored tablecloth
2366271__1659642,2366271,yellow pot
2366271__2434102,2366271,four boy
2366271__2798956,2366271,chair
2366272__629453,2366272,lined motorcycle
2366272__629450,2366272,parked motorbikes
2366272__629471,2366272,sign
2366272__629461,2366272,blue motorcycle
2366272__629452,2366272,parking lot for motorbikes
2366272__629463,2366272,helmet on scooter
2366281__1694021,2366281,door
2366281__1800602,2366281,person
2366281__1694018,2366281,wooden cabinet with door
2366281__2319099,2366281,tan seat
2366281__2258138,2366281,man
2366282__3879960,2366282,game-playing man
2366282__3400331,2366282,red couch
2366282__3610704,2366282,table
2366282__1884890,2366282,chair
2366282__2899481,2366282,glass vase
2366297__1787132,2366297,red hat
2366297__1892498,2366297,people
2366297__1718684,2366297,yellow ball
2366297__1658652,2366297,player holding racket
2366297__2284664,2366297,girl
2366297__2049406,2366297,black shorts
2366325__1699725,2366325,man's arm
2366325__2232202,2366325,shadow of man
2366325__2607612,2366325,hand
2366325__1987024,2366325,person
2366325__3879763,2366325,desk
2366325__2211204,2366325,wooden table
2366331__1827769_1827768,2366331,thin clouds
2366331__1940512,2366331,handles
2366331__1843066,2366331,blur light
2366331__3879713,2366331,distant background
2366333__3052619,2366333,rolled up pants
2366333__2994084,2366333,sunny day
2366333__3271992,2366333,boy wearing shirt
2366333__2893421,2366333,tan dirt
2366336__629054_629063,2366336,wall
2366336__629050,2366336,dark chair
2366336__629047,2366336,geometric print comforter
2366336__629052,2366336,pillow on chair
2366336__629055,2366336,sunlight shinning on rug
2366339__2603479,2366339,lit traffic light
2366339__2446255,2366339,yellow light
2366339__2069371,2366339,red light
2366339__2406707,2366339,square traffic light
2366339__1718335,2366339,lights
2360470__1727978,2360470,door
2360470__2596352,2360470,fence
2360470__1767852,2360470,arrow on road
2360470__2522051,2360470,yellow stage
2360470__1914462,2360470,truck
2360470__1767853,2360470,road
2366353__3417908,2366353,wire silver fence
2366353__1965948,2366353,paved path
2366353__3879611,2366353,pink tee shirt
2366353__3879613,2366353,person
2366353__2527682,2366353,man
2366386__3879418,2366386,baseball uniform
2366386__1691945,2366386,batter's sneakers
2366386__2554139,2366386,white home plate
2366386__1665214,2366386,holding man
2366386__3879414,2366386,leg of a man
2366399__1982716,2366399,yellow light
2366399__2358244_2110205,2366399,sign in picture
2366399__1658124,2366399,ground in picture
2366404__628561,2366404,engine
2366404__628557,2366404,behind trees
2366404__628559,2366404,background has clouds
2366404__628572,2366404,windshield on train
2366404__628556,2366404,hill
2366404__628566,2366404,dead weeds
2366449__3879033,2366449,buildings
2366449__3879036,2366449,people
2366449__2171274,2366449,black metal lamp post
2366449__3879039,2366449,side building
2366449__2596906,2366449,baseball bat
2366452__3437146,2366452,thin green pepper
2366452__1729560,2366452,slice
2366452__1729552,2366452,green thin pepper
2366452__3329998,2366452,surface
2366452__2605799,2366452,white plate
2366452__3375635,2366452,salad plate
2366459__1837029,2366459,wall
2366459__2152359_1950894,2366459,remote
2366459__1968384,2366459,ground
2366473__1933428_1777589,2366473,brown fur
2366473__1748044,2366473,blue sky
2366473__2376458,2366473,roof
2366473__2659617,2366473,pole on fence
2366478__3033520,2366478,gray pole
2366478__2947664,2366478,long row
2366478__2575349_1953534,2366478,people
2366478__2987305,2366478,pine trees
2366481__1911024,2366481,multi colored umbrella
2366481__1811814,2366481,denim shirt
2366481__1797466,2366481,man wearing pants
2366481__2602016,2366481,hat umbrella
2366481__1845597,2366481,pants
2366484__3878828,2366484,neck
2366484__2958046,2366484,fence
2366484__2844526,2366484,parked vehicle
2366484__2961346,2366484,yellow line
2366484__2159438,2366484,red scarf
2366484__3878830,2366484,holding netting
2366488__2327798,2366488,sky
2366488__1853131,2366488,colorful umbrellas
2366488__1965423_1965424_2276576,2366488,umbrella
2366488__2072569,2366488,roof
2366490__3493104,2366490,trouser
2366490__1948051,2366490,street
2366490__3878784,2366490,person walking down sidewalk
2366490__3878788,2366490,black umbrella
2366492__2713452,2366492,reflection
2366492__2969523,2366492,plain umbrella
2366492__2716420,2366492,sidewalk
2366492__3878778,2366492,ground
2366513__2086316,2366513,water
2366513__3878694,2366513,men
2366513__2529881,2366513,woman wearing wetsuit
2366513__2318108,2366513,wetsuit
2366513__2508625,2366513,strap
2366533__1864011,2366533,head
2366533__2036499,2366533,postal bag
2366562__753987,2366562,shadow under bench
2366562__753976,2366562,silver rail
2366562__753992,2366562,shadow on bench
2366562__753974,2366562,memorial plate
2366562__753986,2366562,blue sky
2366562__753975,2366562,white bench
2366564__2485406,2366564,grey hat
2366564__3065255,2366564,windows
2366564__2947218,2366564,window
2366564__3040347,2366564,curb
2366564__1681645,2366564,mane
2366567__3878360,2366567,two sided tooth brush
2366567__2216483,2366567,brush
2366567__2562535,2366567,toothpaste for dogs
2366567__2303866,2366567,oral hygiene kit text
2366583__1751291,2366583,shorts
2366583__1890693,2366583,tree
2366583__1830732,2366583,snow
2366583__3878240,2366583,skier
2366610__1737774,2366610,white shirt
2366610__2371957,2366610,clean plates
2366610__1911763,2366610,round tray
2366610__2390469,2366610,wall
2366610__2074381,2366610,man
2366626__3877992,2366626,barrier
2366626__2575182,2366626,trees
2366626__1808901,2366626,animal on grass
2366626__2141245,2366626,fence around sheep
2366626__1872579,2366626,fence keeps sheep
2366628__627138,2366628,white coat
2366628__627135,2366628,brown umbrella
2366628__627134,2366628,outstretched legs
2366628__627155,2366628,head of lady
2366628__627133,2366628,ground
2366631__753962_753958,2366631,donut has hole
2366631__753956,2366631,holes
2366631__753964,2366631,donut on plate
2366631__753944,2366631,wooden plate
2366636__2444961,2366636,advertisement poster being used
2366636__2310930,2366636,ball
2366636__3877937,2366636,man in uniform
2366649__627075,2366649,shadow on road
2366649__627069,2366649,large church
2366649__627072,2366649,tall post
2366649__627076,2366649,road has line
2366649__627089,2366649,tower
2366649__627083,2366649,white building
2366652__753917,2366652,clouds
2366652__753916,2366652,sky with clouds
2366652__753909,2366652,field
2366652__753907,2366652,fence near field
2366652__753912,2366652,flower near field
2366653__627062,2366653,green leaf
2366653__627054,2366653,food in the background
2366653__627058,2366653,blurry background
2366653__627064,2366653,basket with item
